"VS0059","V4526AA_1","VS0115","V3041","VS0123","VS0131","V3072","V2025A","V3071","VS0005","V3045","V3014CAT","VS0137","VS0141","V2026","V2041","VS0055","V3035","VS0011.1","V2040A","VS0026","VS0026.1","VS0031","VS0126","VS0146","VS0007","V3012","VS0070","VS0024.1","V2045","VS0147","o_bullied"
2.83405552478507,9,2,999,2,9,2,2,2,1,999,1,99,1.16594447521493,4.83405552478507,1.08297223760746,3,999,1.08297223760746,1.08297223760746,1,1,2,1,1.08297223760746,1,4.41486118803732,2,3.75108328717761,2,2,"1"
1.42933002253994,9,2,999,2,9,9,2,9,1.85866004507989,999,1,99,1.85866004507989,61.9362781066447,2,3.57066997746006,999,1.42933002253994,1,3.14133995492011,3.14133995492011,1,1.85866004507989,3.14133995492011,0.570669977460057,5.57598013523966,1,3.14133995492011,2,1,"1"
1.59173563634977,9,2,999,2,9,6.14214945444837,2,1.40826436365023,1.59173563634977,999,1.59173563634977,99,1.59173563634977,98,2,3.40826436365023,999,1,1,2,2,2,1,1,1,4,1.40826436365023,2.81652872730047,2,1,"1"
1,9,2,999,2,9,2,2,2,1.54218389187008,999,1.45781610812992,99,2,10.1687355674803,1.45781610812992,3,999,1,1,4,4,2,2.08436778374016,2,1,6.28908054064959,2,4,1,2,"1"
1,8.21814372297376,2,999,2,9,9,2,9,1,999,1,88.0540121216327,3,9.44153123069555,2,4,999,2,1,1.11169375386089,1.11169375386089,2,1.11169375386089,1,1,4,1.88830624613911,4,2,2,"1"
2.7587080183439,9,2,999,2,9,2,2,2,1.12064599082805,999,1,99,1.2412919816561,10.4825839633122,1.12064599082805,3,999,1.12064599082805,1,2.2412919816561,2.2412919816561,2,1,2,1,9.15547806420363,2,2.2412919816561,2,2,"1"
2.39493638486601,9,2,999,2,9,9,2,9,1,999,1,99,2,12.815190845402,2,3.39493638486601,999,1,1,3.60506361513399,3.60506361513399,1,2.21012723026797,1.39493638486601,1,3,2,3.60506361513399,2,1,"1"
1.32466774154454,9,2,999,2,9,9,2,9,2,999,1,99,1.32466774154454,13.6753322584555,1.67533225845546,3.32466774154454,999,1,1,2.64933548308909,2.64933548308909,2,1.32466774154454,1,0,3,2,4,2,1.67533225845546,"1"
2.0523440670222,9,2,999,2,9,9,2,9,1,999,1,99,1.9476559329778,14,2,3.9476559329778,999,1,3.84296779893339,4.0523440670222,4.0523440670222,2,1,1.9476559329778,1,3,2,4.0523440670222,2,1.9476559329778,"1"
1.8552126341965,9,1.1447873658035,999,2,9,9,2,9,1.8552126341965,999,1,99,4.8552126341965,9.43436209741049,1.8552126341965,2.8552126341965,999,2,4.42085053678602,4,4,2,1,2.1447873658035,1,3.1447873658035,2,5.71042526839301,1,2.1447873658035,"1"
1.12364025856368,9,2,999,2,9,2,2,2,1.87635974143632,999,1,99,3.12364025856368,14,2,3,999,2,1,3.62907922430895,3.62907922430895,1.87635974143632,1,2,1,3.12364025856368,2,3.62907922430895,2,2,"1"
1.90927041042596,9,2,999,2,9,9,2,9,2.54536479478702,999,1,99,2.90927041042596,8.72781123127788,2,2.45463520521298,999,1.45463520521298,2.54536479478702,4,4,2,1,2.54536479478702,0,3,2,4,2,2.54536479478702,"1"
1.71708268020302,9,2,999,2,9,9,2,9,2,999,1,99,7.30249608121812,10.282917319797,2,3,999,3.43416536040604,1,1.71708268020302,1.71708268020302,2,1,2,0.282917319796979,4,2,2.56583463959396,2,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,4.70508033758961,13.2949196624104,1.70508033758961,3,999,2,1,2,2,1,1,2,1,4,2,2,2,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,2,11,2,3,999,1,1,3.93977283965796,3.93977283965796,1.96988641982898,2.03011358017102,2,1,4,2,3.93977283965796,1,2.03011358017102,"1"
1.62448021187447,9,2,999,2,9,9,2,9,1,999,1,99,9,11.4979208474979,2,2.75103957625106,999,3,1.62448021187447,4.62448021187447,4.62448021187447,2,1,1,1,3,2,4.62448021187447,2,1,"1"
2,9,2,999,1.90265571093187,9,9,2,9,1.09734428906813,999,1,99,1.90265571093187,13.9026557109319,2,2.90265571093187,999,1,1,2.19468857813627,2.19468857813627,2,1.90265571093187,1,0.902655710931867,4,2,4,1.90265571093187,1,"1"
2,9,2,999,2,9,9,1.89802081696689,9,1.89802081696689,999,1,99,1,6.69406245090067,2,3,999,1,1.89802081696689,2,2,2,1,1.89802081696689,1,4,2,2,2,1.89802081696689,"1"
2.49358613183722,5.45510292286053,2,999,2,9,9,2,9,2.49358613183722,999,1,99,2.51924160448834,6.92303358204663,2,3,999,1.50641386816278,1,1.50641386816278,1.50641386816278,1,1,1.50641386816278,0,3,2,1.50641386816278,1,1.50641386816278,"1"
1.38847655174322,9,2,999,2,9,9,2,9,1.38847655174322,999,1,99,1.38847655174322,8.72675793082453,2,2.22304689651355,999,1,1.38847655174322,1.61152344825678,1.61152344825678,1,1,2,0.611523448256776,4,2,2.77695310348645,2,2,"1"
1,9,2,999,2,9,2,2,2,1.02501863474026,999,1,99,4.94996273051947,95.8984346818179,2,3,999,2,1.97498136525974,3.02501863474026,3.02501863474026,2,1,2,1,3,1.02501863474026,3.02501863474026,2,2,"1"
3,9,2,999,2,9,9,2,9,1.35660147131421,999,1,99,3.64339852868579,13.3566014713142,2,2.71320294262841,999,2,1,3.06980441394262,3.06980441394262,2,1.64339852868579,1.64339852868579,0.643398528685793,3,2,4.35660147131421,1,1.64339852868579,"1"
2,6.34751055273227,2,999,2,9,9,2,9,1,999,1,99,2,11.3475105527323,1.37892706389539,4,999,1,1,2,2,2,1,1,1,3,2,3.24214587220922,2,1,"1"
2.19919494329952,9,2,999,2,9,9,2,9,1,999,1,99,9,10,2,2,999,4,1,2,2,2,1.39838988659903,2,1,9,2,2,2,2,"1"
1,9,1.12457690411247,999,2,9,2,2,2,1,999,1,99,2,14,2,2.12457690411247,999,1,1.87542309588753,4,4,1.12457690411247,1.87542309588753,1.12457690411247,1,4.62288452056237,2,4,1,2,"1"
1,9,2,999,2,9,9,2,9,1.38982366025448,999,1,99,1.61017633974552,10.8305290192366,1.38982366025448,4,999,1,1,1.61017633974552,1.61017633974552,1,1,1.61017633974552,1,9,2,1.61017633974552,2,1.61017633974552,"1"
2,9,2,999,2,9,9,2,9,1.99513664585538,999,1,99,1.00972670828924,13.9805465834215,2,3.99027329171076,994.151235917816,1.00486335414462,1.00486335414462,4,4,2,1,2,1,3,2,4,2,2,"1"
2.66001725778915,9,2,999,2,9,9,1.33998274221085,9,1.33998274221085,999,1,99,3,14,2,3,999,2,1,4,4,2,1,2,1,4,2,4,1.33998274221085,2.66001725778915,"1"
2,9,2,999,2,9,9,2,9,2,999,1,99,2,13,2,3.50265067210421,999,1,1,3.00530134420842,3.00530134420842,1,1,1.49734932789579,0,3,2,3.00530134420842,1,2,"1"
1,9,2,999,2,9,6.81237331125885,2,1.31251809839159,2,999,2,99,2.37496380321681,14,2,3,999,1.68748190160841,1,3.37496380321681,3.37496380321681,1,1.31251809839159,2,1,3.68748190160841,2,3.37496380321681,1,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,3.54547772719525,13.5454777271952,1.45452227280475,3,999,2,1,2,2,1,1,2,1,3.54547772719525,2,2,2,2,"1"
1.48989869328216,9,2,999,2,9,9,2,9,1,999,1,99,6.44949346641079,13.4898986932822,2,3.48989869328216,999,2.97979738656431,1,4,4,2,1,1.51010130671784,1,3,2,4,1,1.51010130671784,"1"
2.5883743383456,9,2,999,2,9,9,2,9,1,999,1,99,4.5883743383456,60.9536904511042,1.4116256616544,3.4116256616544,999,2,1,2,2,2,2,1.5883743383456,1,4,2,2,1.4116256616544,1.5883743383456,"1"
1.86184221040457,9,2,999,2,9,1.86184221040457,1,2,1,999,1,99,3.86184221040457,13.8618422104046,2,3.13815778959543,999,2,1,3.72368442080915,3.72368442080915,1,1,1.86184221040457,1,3,2,3.72368442080915,1.86184221040457,1,"1"
3,9,2,999,2,9,9,2,9,1.55263748578727,999,1,2.78945005685091,5.68417508527637,8.65791245736182,1,3.44736251421273,999,2.44736251421273,1,4,4,2,1,2.55263748578727,1,4,2,4,2,2,"1"
1,9,2,999,2,9,2,2,2,1,999,1,92.070601207437,3,1.65646935929544,1.92705896007828,2,999,2,1,3.85411792015657,3.85411792015657,1.07294103992172,1.92705896007828,1.07294103992172,1,9.48941272054799,1.92705896007828,3.85411792015657,1,1.14588207984343,"1"
1.90668914606795,9,2,999,2,9,2,2,2,1,999,1,11.0511528314091,3.90668914606795,13.8133782921359,2,3,999,2,1,4,4,2,1,2,1,9.09331085393205,2,4,1,2,"1"
1,9,2,999,2,9,9,2,9,2,999,1,99,3,14,2,2.45651908311993,999,2,1,1,1,2,1,2,1,3.54348091688007,2,1,1,1.54348091688007,"1"
1.48983915452845,9,2,999,2,9,1,2,2,1.51016084547155,999,1,99,1,11.0609650728293,2,3,999,1,1,3.51016084547155,3.51016084547155,2,1.97967830905691,1.51016084547155,1,4,1.48983915452845,4,1,1.51016084547155,"1"
1,9,2,999,2,2,2,2,2,3.55375636229292,999,1,99,1,14,2,3.44624363770708,999,1,1,1.44624363770708,1.44624363770708,2,1.44624363770708,1.55375636229292,0,6.87629453605041,1.44624363770708,4,1,1.55375636229292,"1"
2,9,2,999,2,9,9,2,9,2.7390844351612,999,1,99,3.7390844351612,14,2,3,999,2,1.7390844351612,4,4,2,1.7390844351612,2,1,4,2,4,2,2.7390844351612,"1"
1.23653819435276,9,2,999,2,9,9,2,9,1.47307638870552,999,1,99,1.76346180564724,76.9481007026043,2,4,999,1,1.23653819435276,2,2,2,1.76346180564724,2,1,3,2,2,2,2,"1"
1.93015009909868,9,2,999,2,9,2,2,2,1,999,1.93015009909868,99,2.06984990090132,13.8603001981974,2,2.06984990090132,999,1.06984990090132,1,1.93015009909868,1.93015009909868,1,1.93015009909868,2,1,3,2,1.93015009909868,1,2,"1"
1.73492491082288,9,2,999,2,3.85552562423982,9,2,9,1.26507508917712,999,1,99,1.73492491082288,7.38567580259405,1.73492491082288,2,734.455061001237,1,1,2.53015017835423,2.53015017835423,1,1.53015017835423,1.26507508917712,1,4.5904505350627,2,2.53015017835423,2,1.26507508917712,"1"
1,9,2,999,2,9,9,2,9,1,999,1,99,1,13,2,3,999,1,1.06019964651205,2,2,1,1,1.93980035348795,1,4,2,2.12039929302409,2,1.93980035348795,"1"
1.34560282272287,9,2,999,2,9,1,2,2,1,999,1,99,2.30879435455427,14,2,3.34560282272287,999,1.65439717727713,2.0368084681686,2.9631915318314,2.9631915318314,1,1.65439717727713,1,1,3,2,4,1,1,"1"
2.78102698968723,9,2,999,2,8.23359446390532,9,2,9,1,999,1,99,3,14,2,2.89051349484362,999,2,2,1.89051349484362,1.89051349484362,2,2.78102698968723,1.89051349484362,1,3,1.89051349484362,2.21897301031277,1,1.89051349484362,"1"
1.6688396234531,9,2,999,2,9,9,2,9,2,999,1,99,3,13.3376792469062,2,4,999,2,1,2,2,1,1.6688396234531,1.3311603765469,0,3.6688396234531,2,2,1,1.6688396234531,"1"
2,9,2,999,1.72744193137623,9,9,2,9,2,999,1,99,9,10.2725580686238,2,3,999,4,1,2,2,2,1,2,0,4,2,2,2,2,"1"
1.66082727885805,9,2,999,2,6.62579095200635,2,2,2,1.6783454422839,999,1,99,2.3216545577161,14,2,4,999,1.66082727885805,1,2,2,1.33917272114195,1.33917272114195,1,0.660827278858051,3,2,2.6783454422839,1,1.66082727885805,"1"
1.1255557234399,9,2,999,2,9,9,2,9,1.1255557234399,999,1,99,1.8744442765601,11.3722213828005,1.1255557234399,2.1255557234399,999,1,1.1255557234399,1.1255557234399,1.1255557234399,1.1255557234399,1,1.1255557234399,1,4,1.1255557234399,3.7488885531202,2,1.1255557234399,"1"
1.24251548922621,9,2,999,2,9,1,2,2,1,999,1,99,2.51496902154759,14,2,3.24251548922621,999,1.75748451077379,1.72754646767862,3.27245353232138,3.27245353232138,1,1.75748451077379,1,1,3,2,4,1,1,"1"
2,9,2,999,2,9,9,2,9,1.78105113841593,999,1,99,4.3136931695044,14,2,3,999,2.43789772316813,1,4,4,2,1.21894886158407,1.78105113841593,1,4,2,4,2,1.78105113841593,"1"
2.47800225601532,9,2,999,2,9,9,2,9,1,999,1,99,2.47800225601532,5.43400676804595,1.47800225601532,3.04399548796937,999,1.47800225601532,1.47800225601532,1,1,2,1.47800225601532,2,1,5.86801353609189,2,1,2,2,"1"
1.26520968554541,9,2,999,2,9,9,2,3.12167748436332,1,999,1,99,3.26520968554541,14,2,3,999,2,1,4,4,2,1.26520968554541,2,1,3,1.26520968554541,4,2,2,"1"
2,9,2,999,2,9,6.22619350091554,2,6.22619350091554,1,999,1,99,2,9.58503228519112,2,3,999,1,2,2,2,2,1.39625807129778,2,1,4,2,2,2,2.60374192870222,"1"
2,9,2,999,2,9,9,2,9,1,299.967879718635,1,99,7.20259791752324,12.1012989587616,2,2.29956701374613,999,3.40086597250775,2.79740208247676,3.40086597250775,3.40086597250775,1,1.70043298625387,1.70043298625387,1,3.70043298625387,2,3.40086597250775,2,1.70043298625387,"1"
2.7502343817614,9,2,999,2,9,9,2,9,2.74929685471579,999,1,99,3.7502343817614,9.25257819937542,2,3,999,2,1.7502343817614,4.2497656182386,4.2497656182386,2,1,2.2497656182386,0,3,2,4.2497656182386,2,2,"1"
1.43770572799258,9,2,999,2,9,9,2,1,1,999,1,99,2,9.56229427200742,2,2.43770572799258,999,1,1,4,4,2,1.87541145598516,1.56229427200742,1,4,2,4,1.43770572799258,1.56229427200742,"1"
2.83378794789314,7.836515635252,2,999,2,9,3.163484364748,2,3.163484364748,2,999,1,99,1,14,2,3.16621205210686,999,1,1,4,4,2,1,1,0.833787947893143,3,2,4,1,1,"1"
2,9,2,999,2,9,9,2,4.13668253831565,1,999,1,99,3.39208531728946,14,2,3.60791468271054,999,2,1,4,4,1,1,1,1,4,2,4,1,1.60791468271054,"1"
1.33152985409833,3.65223883278668,2,331.866794390138,2,9,4.32070897868834,2,4.32070897868834,1.66305970819667,999,1,99,2,7.65223883278668,2,2.66847014590167,999,1,1,1,1,2,2,1.66847014590167,1,4,2,1,1,1.66847014590167,"1"
1.33165108575486,9,2,999,2,9,9,2,1,1.66330217150971,999,1,10.356884799432,1.66834891424514,70.1413087965921,1.33165108575486,3,999,1,1,4,4,2,1.33165108575486,2,1,3.66834891424514,1,4,1.33165108575486,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,3.27107125613838,27.6160182897002,2,3.45525517594069,999,1.36316321603954,1,4,4,1.18158160801977,1.18158160801977,2,1,4,2,4,2,2,"1"
1.92812367156148,9,1.92812367156148,999,2,9,9,2,9,2,999,1,99,2.92812367156148,98,2,3,999,1.92812367156148,4.71249468624592,2.14375265687704,2.14375265687704,1,1,1.07187632843852,0,3,2,2.14375265687704,2,2,"1"
2,9,2,999,2,9,9,2,9,2.42676089843735,999,1,99,1.57323910156265,11.2929564062506,2,4,999,1,2,1.42676089843735,1.42676089843735,2,1,1.42676089843735,1,3,2,1.42676089843735,1.42676089843735,1.42676089843735,"1"
1,9,2,999,2,9,9,2,9,1,999,1,99,2.84917727205902,13.4245886360295,2,3.42458863602951,999,1.42458863602951,1,2.84917727205902,2.84917727205902,2,1,1.42458863602951,1,4,2,2.84917727205902,1,1.84917727205902,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,2,14,2,2.10687961173244,999,1,1.10687961173244,1.32063883519731,1.32063883519731,1.10687961173244,1,1,1,3,2,4,1,1.89312038826756,"1"
1.57361587020569,9,2,999,2,9,9,2,5.58892696164548,1.57361587020569,999,1,57.6407394099515,1.57361587020569,5.57361587020569,2,3,999,1,3.14723174041137,1.57361587020569,1.57361587020569,2,1,2,1,3.57361587020569,2,1.57361587020569,1,2,"1"
2.11269317986444,9,2,999,2,2.78885225905105,9,2,9,2,999,1,99,2,22.5789202884771,2,2.11269317986444,999,1,1,2.22538635972887,2.22538635972887,1,1,2,0,4,2,2.22538635972887,2,2,"1"
2,9,2,999,2,6.71135682472959,9,2,9,1,999,1,99,2,11.6922038998455,2,3.67305097496137,999,1,1,2,2,1.32694902503863,1.32694902503863,2,1,5.28864317527041,2,2,1,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,2,14,2,4,999,1,1,2.30803913203999,2.30803913203999,1,1,2.15401956602,1,3,2,2.30803913203999,1,1.84598043398,"1"
1.04085735348053,9,2,999,2,9,9,2,9,1,999,1,99,2,14,2,3,999,1,1,2,2,1.04085735348053,1.04085735348053,1.95914264651947,1,3.04085735348053,2,4,2,1,"1"
2,9,2,999,2,9,2,2,2,1,999,1,99,4.76159927947447,77.9743394758552,2,3.52319855894893,999,2,1,2.47680144105107,2.47680144105107,2,1.76159927947447,2,1,7.5695956768468,2,2.47680144105107,1,1,"1"
2.5080974814482,9,2,999,2,9,9,2,9,1.7459512592759,999,1,99,1.7621462221723,13.4919025185518,2,3.4919025185518,999,1.2540487407241,1,4,4,2,1,2.2540487407241,1,3,2,4,1.7459512592759,2,"1"
1.03163189068437,9,2,999,2,9,9,2,9,1.96836810931563,999,1,99,3.03163189068437,13.9683681093156,2,3,999,2,1,2,2,2,1.96836810931563,2,0.0316318906843662,3.96836810931563,2,2,1,2,"1"
2.25691519444808,9,2,999,2,9,9,2,9,2.51383038889617,999,1,99,2,6.79840636113659,2,3.25691519444808,999,1,1,2,2,1.25691519444808,1.25691519444808,2.25691519444808,0,3,2,2,1,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,3,11,2,3.38408691226505,999,2,1,1.38408691226505,1.38408691226505,2,1,1,1,3,2,2,1,1,"1"
1.00828232243657,9,2,999,2,9,9,2,9,1,999,1,99,4.04141161218286,98,1.99171767756343,3.99171767756343,999,2.01656464487314,1,2,2,1,1,1.00828232243657,1,3.00828232243657,2,3.98343535512686,2,2,"1"
1.30314072244801,9,2,999,2,9,9,2,9,2,999,1,99,2.39371855510399,33.1920871876646,2,2.30314072244801,999,1.69685927755199,1.30314072244801,3.39371855510399,3.39371855510399,1,1,1,0,4,2,3.39371855510399,2,1,"1"
3,9,2,999,2,9,6.69727764604613,2,6.69727764604613,1.65792067255825,999,1.32896033627912,99,3,41.6326682474464,2,3,999,2,2.65792067255825,2,2,2,2.34207932744175,2.32896033627912,1,3,2,2,1,2,"1"
1.4533838252537,9,1.4533838252537,999,2,9,9,2,9,1.4533838252537,999,1,99,1.4533838252537,56.28868807666,2,1.90676765050739,999,1,4,3.09323234949261,3.09323234949261,2,2.09323234949261,2,1,4,1.4533838252537,3.09323234949261,1,2,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,8.73165109846741,13,2,2.1341744507663,999,2.93291277461685,1.93291277461685,4.8658255492337,4.8658255492337,2,1,1,1,3,2,4.93291277461685,2,1,"1"
1.51882333122194,9,2,999,2,9,9,2,9,1,999,1,99,1.48117666877806,11.4811766687781,1,3,999,1,1,4,4,1,1,2,1,4,2,4,1,2.03764666244388,"1"
2,9,2,999,2,9,9,2,9,2.06940222298726,999,1,99,3.06940222298726,17.9685911769047,2,4,999,2,1,4,4,1,1.93059777701274,2,0,4,2,4,2,2,"1"
2,9,2,999,2,9,1.19786307960749,2,2.17313019465655,2.95053423009813,999,1,99,3,14,2,3.97526711504906,999,2,1,3.95053423009813,3.95053423009813,1,1,1.97526711504906,1,3,2,3.95053423009813,2,2,"1"
2,9,2,999,2,9,9,2,9,2,999,1,99,4.5157716954127,12.8385905651376,2,3.83859056513757,999,1.83859056513757,1.16140943486243,2,2,1.16140943486243,1,1,0,3,2,2,2,2,"1"
2,2,2,300.712108508218,2,9,9,2,9,1,699.287891491782,1,99,2,6.80187640385702,2,2.30031273397617,300.712108508218,1,1,2,2,1.30031273397617,1.30031273397617,1.69968726602383,1,4,2,2,2,1.69968726602383,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,3.64900739304721,88.913896497339,2,2.8918321011588,999,2.2163357976824,1,2,2,1,1,1,1,3,2,2,2,1,"1"
1.84423961257562,9,2,999,2,9,3.09032271197066,2,1.84423961257562,1,999,1,99,3.31152077484876,13.1557603874244,2,2.15576038742438,999,2,1,4,4,1.15576038742438,1,2.84423961257562,1,4,2,4,1,2.84423961257562,"1"
1,9,2,999,2,9,9,2,9,1.21692098025233,999,1,99,2,32.2213623411953,2,3,999,1,1,4,4,2,1,1.21692098025233,0.783079019747674,3,2,4,1,1.21692098025233,"1"
1,9,2,999,2,9,9,2,1,1,999,1,5.7069578319788,1.28515060245991,37.9526506066322,1.71484939754009,3,999,1,1,4,4,2,1.71484939754009,2,1,6.85939759016037,1,4,1.71484939754009,1.28515060245991,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,4.47277063177899,10.3638531588949,2,4,999,2,1,2,2,1.52722936822101,1.52722936822101,1,1,4,2,2,2,1,"1"
1,9,2,999,1.20945798815228,9,9,1.20945798815228,9,1,999,1,99,2,10.4189159763046,1.79054201184772,2.79054201184772,999,1,1.79054201184772,1,1,1.79054201184772,1,1,1,4,1,1.62837396445684,2,1,"1"
2,9,2,999,2,9,5.34016899717972,2,5.34016899717972,2.0456660008058,999,1,99,3.4771669995971,57.9179720338434,2,3.5228330004029,999,2,1,4,4,1,1,1.5228330004029,0.477166999597102,3.4771669995971,2,4,1,1,"1"
2,9,2,999,2,3.0305830608122,9,2,9,1.2944523030892,999,1,99,2,9.5889046061784,2,2.8527738484554,999,1,1,1.8527738484554,1.8527738484554,2,2,1.8527738484554,1,9.1166430907324,2,1.8527738484554,1,1.8527738484554,"1"
1.75570928468369,9,2,999,2,9,9,2,9,3.75570928468369,999,1,99,2,98,2,3,999,1,1.75570928468369,4,4,2,1.48858143063262,2,0,3.75570928468369,2,4,2,2,"1"
1,9,2,999,2,9,9,2,9,1.95705796149559,999,1,6.16537773492746,1.04294203850441,94.306984688621,1.04294203850441,3,999,1,1,2.95705796149559,2.95705796149559,2,1,2,0.0429420385044068,4,1,2.95705796149559,2,2,"1"
2,9,2,999,2,9,9,1.79565144143999,9,1.20434855856001,999,1,99,1.20434855856001,13.1826057657599,1,2.79565144143999,999,1,1,3.59130288287997,3.59130288287997,1.20434855856001,1,1.79565144143999,1,4,2,3.59130288287997,1,1.79565144143999,"1"
2.5914762953762,6.14033406763338,2,999,2,9,4.85966593236662,2,4.85966593236662,2,999,1,99,1,14,2,3.4085237046238,999,1,1,4,4,2,1,1,0.591476295376197,3,2,4,1,1,"1"
3,9,2,999,2,9,9,2,9,2,999,1,14.6829441622831,2,24.8678597325925,2,3,999,1,1,4,4,1,1,2,0,4,2,4,2,2,"1"
2.26035992451943,2,2,999,2,6.91712060384452,9,2,9,1.26035992451943,999,1,99,2,35.8702336596325,2,2.52071984903887,1,1,1,3.47928015096113,3.47928015096113,1.73964007548057,1,2,0.739640075480565,3,2,3.47928015096113,1,1.26035992451943,"1"
1.62597464467399,9,2,999,2,9,9,2,3.99220284260809,2.25194928934798,999,1,37.6544848219492,1,12.503898578696,2,3,999,1,1,3.25194928934798,3.25194928934798,2,1.62597464467399,2.37402535532601,1,3,1,4,2,2,"1"
2,9,2,999,2,8.47565783420578,9,2,9,2,999,1,99,1.07490602368489,12.1011277157813,2,3,999,1,1,2,2,2,1.92509397631511,1.92509397631511,0,4,2,3.85018795263022,2,1.92509397631511,"1"
2,9,2,999,2,9,9,2,9,2,999,1,99,2,12.521426504245,1.47857349575497,3.52142650424503,999,1,1.47857349575497,3.04285300849006,3.04285300849006,2,1.52142650424503,1,0,3,2,3.04285300849006,2,1.47857349575497,"1"
1.29942822479643,2,2,299.829368346836,2,9,9,2,9,1,999,1,99,2,13.2994282247964,2,3.40114355040714,1,1,1,4,4,2,1,2,1,3,2,4,1,1.70057177520357,"1"
1.4559226136189,9,2,999,2,9,9,2,9,1.4559226136189,999,1,99,3,10.1763095455244,2,2,999,2,2,1.5440773863811,1.5440773863811,2,1,1.4559226136189,1,6.27961306809448,2,1.5440773863811,2,2,"1"
1.18608702975325,9,2,999,2,9,3.30260920827277,2,3.30260920827277,1.81391297024675,999,1,99,2,14,2,2.18608702975325,999,1,1.18608702975325,4,4,2,1.81391297024675,1,0.186087029753253,3,2,4,1,1,"1"
2,9,2,999,2,6.5039022655692,9,2,9,2.64341460936703,999,1,99,1.71317078126594,14,1.35658539063297,3.64341460936703,999,1.35658539063297,1,4,4,1,1,1,0,4,2,4,2,1.35658539063297,"1"
1.70614921650849,4.05695548444055,2,294.263081924524,2,9,9,2,9,2,294.263081924524,1,99,2,9.05695548444055,1.29385078349151,2.29385078349151,999,1,1,1,1,1,1,2,0,3.70614921650849,2,4,1,2,"1"
1.91776256472804,9,2,999,2,9,9,2,9,1,999,1,99,1.91776256472804,8.41118717635982,1.08223743527196,3,999,1,1,2,2,1,1,2,1,4,2,2,2,2,"1"
1,9,2,999,2,9,2.37808634270914,2,2.37808634270914,1.05401233467273,999,1,1.05401233467273,2.1620370040182,13.9459876653273,2,2.05401233467273,999,1.05401233467273,2.10802466934547,2,2,1,1.94598766532727,2,0.945987665327266,4,1.94598766532727,2,1,2,"1"
2,9,2,257.416438737419,2,9,9,2,9,1,999,1,99,1.51386059867218,2.74306970066391,1.25693029933609,3,999,1.25693029933609,1,3.48613940132782,3.48613940132782,1,1,2,1,3.74306970066391,2,3.48613940132782,1,2,"1"
1.64816405787133,9,2,999,2,9,2,2,2,1,999,1,38.0725785600953,2.35183594212867,63.8719136135187,1.35183594212867,2.64816405787133,999,1.35183594212867,1,2.70367188425735,2.70367188425735,1.64816405787133,1.35183594212867,1,1,9.35183594212867,2,2.70367188425735,1,1,"1"
1,9,2,999,2,9,9,2,9,2.74477242096327,999,1,99,1.74477242096327,9.48954484192654,1.74477242096327,3,999,1,1,2,2,1,1,1.74477242096327,0,4,2,2,1,1.74477242096327,"1"
1.81413859990425,7.69897019932978,1,999,1,9,9,2,9,2,999,1,99,1.81413859990425,29.6123576080427,2,2,813.510322704446,1,1,1,1,1.81413859990425,2.62827719980851,2.62827719980851,0,4,2,3.44241579971276,1.18586140009575,1.81413859990425,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,3,13.0960463311058,2,4,999,2,1,1.09604633110575,1.09604633110575,1,1,1.09604633110575,1,4,2,1.09604633110575,1,1,"1"
2,9,2,999,2,9,9,2,9,1,999,1,99,1.94252624292858,98,1.05747375707142,2.94252624292858,999,1,1,1,1,1.05747375707142,1.94252624292858,1.94252624292858,1,8.65515745757148,2,1,2,2,"1"
2,9,2,999,2,9,9,2,9,1.77758272504434,999,1,99,2,8.22066180035472,2,3.77758272504434,999,1,1,2,2,1,1,1,1,3.77758272504434,2,2,1,1.77758272504434,"1"
1.02532277046703,9,2,999,2,8.8227406067308,1,2,2,2.94935445906594,999,1,99,1,13.974677229533,2,3.02532277046703,999,1,1,4,4,2,1,1.97467722953297,1,3.02532277046703,1.02532277046703,4,1,2,"1"
2.76655244175345,9,1.38327622087672,999,2,9,9,2,9,1.61672377912328,999,1,99,4.61672377912328,10.1498286626302,2,2.61672377912328,999,2,3.46689511649311,4,4,2,1,2.38327622087672,1,3,2,5.23344755824655,1,2,"1"
2,9,1.48587852297351,999,2,9,9,2,9,1.51412147702649,999,1,99,2,10.4576355689205,2,3,999,1,1,2,2,1.51412147702649,1,1.48587852297351,0.485878522973508,4,2,2,1,1.48587852297351,"1"
1.9915774196852,9,2,999,2,9,8.9410419377964,2,8.9410419377964,1,999,1,98.1745871291496,1,13.9831548393704,2,3,999,1,1,4,4,2,1.0084225803148,1,1,4,1.9915774196852,4,2,1.0084225803148,"1"
1.50464053219184,9,2,999,2,9,2,2,2,1,999,1,99,2.00928106438369,14,2,4,999,1.50464053219184,1,2.99071893561631,2.99071893561631,1,1,1,1,3.49535946780816,2,2.99071893561631,1,2,"1"
